,product_id_x,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,product_id_y,color_name,color_id_x,Size,Fit,Composition,More sustainable materials,Art. No.,color_id_y,Product safety
85,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945002,Denim blue,002,,Loose fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,0979945003,003,
86,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549002,Denim blue,002,,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,1008549001,001,
87,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549002,Denim blue,002,,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,1008549001,001,
88,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549004,Dark blue,004,,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,1008549001,001,
89,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549004,Dark blue,004,,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,1008549001,001,
90,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549006,Black,006,,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,1008549001,001,
91,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549006,Black,006,,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,1008549001,001,
92,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549008,Light denim blue,008,,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,1008549001,001,
93,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549008,Light denim blue,008,,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,1008549001,001,
94,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549001,Light denim blue,001,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,1008549004,004,
95,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549001,Light denim blue,001,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,1008549004,004,
96,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549002,Denim blue,002,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,1008549004,004,
97,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549002,Denim blue,002,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,1008549004,004,
98,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549006,Black,006,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,1008549004,004,
99,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549006,Black,006,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,1008549004,004,
100,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549008,Light denim blue,008,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,1008549004,004,
101,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549008,Light denim blue,008,"The model is 180cm/5'11"" and wears a size 31/32",Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,1008549004,004,
102,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549001,Light denim blue,001,"The model is 188cm/6'2"" and wears a size 31/30",Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,1008549006,006,
103,1008549004,men_jeans_regular,Regular Jeans,$ 19.99,2022-02-05 11:58:59,1008549,004,1008549001,Light denim blue,001,"The model is 188cm/6'2"" and wears a size 31/30",Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,1008549006,006,
